code,product_name,brands,countries_tags,categories_tags,labels_tags,ingredients_text,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,serum-proteins_100g,salt_100g,added-salt_100g
3451790833212,Lait Bio demi-écrémé stérilisé UHT - Longue conservation,"Elle & Vire, Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:semi-skimmed-milks,en:uht-milks,fr:cremes-entieres,fr:cremes-cuisson","en:fair-trade,en:organic,en:eu-agriculture,en:french-agriculture,en:made-in-france,fr:agri-ethique-france",Lait,193,,1.5,1,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451790834080,"Lait demi-écrémé stérilisé UHT enrichi en vitamines B1, B2, B5, B12 et D - Longue conservation","Elle & Vire,Savencia,Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:international,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre,fr:international","en:dairies,en:creams,en:milks,en:homogenized-milks,en:semi-skimmed-milks,en:uht-milks,fr:cremes-entieres,fr:cremes-cuisson","en:made-in-france,en:enriched-wih-vitamins",Lait,193,,1.5,1,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451790887260,La Crème Legere 12% MG,"Elle & Vire,Elle&Vire International","en:belgium,en:bulgaria,en:cote-d-ivoire,en:france,en:germany,en:greece,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:netherlands,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:international,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre,fr:international","en:dairies,en:creams,en:uht-creams,en:unfermented-creams,fr:cremes-legeres,fr:cremes-cuisson","en:low-or-no-fat,en:low-fat,en:made-in-france","Crème légère (issue de LAIT de vache), épaississants : amidon modifié, stabilisant: E440, émulsifiant: E472e (d'origine végétale).",600,,12,8.6,,,,,,,,6.4,3.9,,0,,,2.8,,0.11,
3451790930058,Lait demi-écrémé stérilisé UHT - Longue conservation,"Elle & Vire,Savencia,Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:semi-skimmed-milks,en:uht-milks,fr:cremes-entieres,fr:cremes-cuisson","en:green-dot,en:made-in-france",Lait,193,,1.5,1,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451790930058,Lait demi-écrémé stérilisé UHT - Longue conservation,"Elle & Vire, Elle&Vire International, Savencia","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:semi-skimmed-milks,en:uht-milks,fr:cremes-entieres,fr:cremes-cuisson","en:green-dot,en:made-in-france",Lait,193,,1.5,1,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451790933592,Lait écrémé stérilisé UHT - Longue conservation,"Elle & Vire,Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:international,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre,fr:international","en:dairies,en:creams,en:milks,en:homogenized-milks,en:uht-milks,en:skimmed-milks,fr:cremes-entieres,fr:cremes-cuisson",en:made-in-france,Lait,139,,0.1,0,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451790941610,Le Beurre Tendre Plaquette Doux,"Elle & Vire,Savencia","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre","en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:fresh-foods,en:milkfat,en:dairy-spread,en:butters,en:unsalted-butters,en:sweet-cream-butters","fr:concours-general-agricole,en:french-milk,en:no-additives,fr:medaille-d-argent-du-concours-general-agricole,fr:medaille-d-argent-du-concours-general-agricole-2014,fr:triman,en:lait-francais,fr:creme-francaise","CREME (Origine : France), matière grasse LAITIERE, ferments lactique",3060,,82,57,,,,,,,,0.8,0.8,,0,,,0.7,,0.05,
3451790941610,Le Beurre Tendre Plaquette Doux,"Elle & Vire, Savencia","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre","en:dairies,en:fats,en:spreads,en:fresh-foods,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters,en:unsalted-butters,en:sweet-cream-butters","fr:concours-general-agricole,en:french-milk,en:no-additives,fr:medaille-d-argent-du-concours-general-agricole,fr:medaille-d-argent-du-concours-general-agricole-2014,fr:triman,en:lait-francais,fr:creme-francaise","CREME (Origine : France), matière grasse LAITIERE, ferments lactique",3060,,82,57,,,,,,,,0.8,0.8,,0,,,0.7,,0.05,
3451791340399,Lait entier stérilisé UHT - Longue conservation,"Elle & Vire,Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:saint-pierre-and-miquelon,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:international,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre,fr:international","en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:uht-milks,en:whole-milks,en:whole-milk-uht",en:made-in-france,Lait,269,,3.6,2.2,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451791340412,Lait demi-écrémé stérilisé UHT - Longue conservation,"Elle & Vire,Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:greece,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:romania,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:semi-skimmed-milks,en:uht-milks,fr:cremes-entieres,fr:cremes-cuisson",en:made-in-france,Lait,193,,1.5,1,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451791340412,Lait demi-écrémé stérilisé UHT - Longue conservation,"Elle & Vire, Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:greece,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:romania,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:semi-skimmed-milks,en:uht-milks,fr:cremes-entieres,fr:cremes-cuisson",en:made-in-france,Lait,193,,1.5,1,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3451791343444,Lait écrémé stérilisé UHT - Longue conservation,"Elle & Vire,Savencia,Elle&Vire International","en:belgium,en:cote-d-ivoire,en:france,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom","en:beverages-and-beverages-preparations,en:beverages,en:dairies,en:creams,en:milks-liquid-and-powder,en:milks,en:homogenized-milks,en:pasteurised-products,en:uht-milks,en:skimmed-milks,en:uht-skimmed-milks",en:made-in-france,Lait,139,,0.1,0,,,,,,,,4.8,4.8,,0,,,3.2,,0.13,
3474377910724,"Pentel Marqueur Pour Tableau Blanc MAXIFLO MWL5S, Rouge",,en:indonesia,,,,,,,,,,,,,,,,,,,,,,,0,
3700870015360,Maison Lescure Doux AOP,Maison Lescure,"en:belgium,en:cote-d-ivoire,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters,en:unsalted-butters,fr:beurres-aop","en:no-additives,en:pdo","Crème pasteurisée issue de LAIT de vache, ferments lactiques.",3060,,82,57,,,,,,,,0.8,0.8,,0,,,0.7,,0.05,
3700870015360,Maison Lescure Doux AOP,Maison Lescure,"en:belgium,en:cote-d-ivoire,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom","en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:dairy-spreads,en:milkfat,en:butters,en:unsalted-butters,fr:beurres-aop","en:no-additives,en:pdo","Crème pasteurisée issue de LAIT de vache, ferments lactiques.",3060,,82,57,,,,,,,,0.8,0.8,,0,,,0.7,,0.05,
3700870015377,Maison Lescure Demi Sel AOP,Maison Lescure,"en:belgium,en:cote-d-ivoire,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:international,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre,fr:international","en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters,en:half-salted-butter,fr:beurres-aop",en:pdo,"Crème pasteurisée issue de LAIT de vache, sel 2%, ferments lactiques.",2982,,80,56,,,,,,,,0.7,0.7,,0,,,0.6,,2,
3700870015452,Maison Lescure AOP 82% MG Doux,Maison Lescure,"en:belgium,en:cote-d-ivoire,en:germany,en:indonesia,en:iraq,en:ireland,en:lebanon,en:luxembourg,en:spain,en:united-arab-emirates,en:united-kingdom,en:allemagne,en:angle,en:angleterre,en:belgique,en:emirats-arabes-unis,en:espagne,en:indonesie,en:international,en:irlande,en:liban,en:royaume-uni,fr:angle,fr:angleterre,fr:international","en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters,en:unsalted-butters,fr:beurres-aop",en:no-additives,"CREME pasteurisée issue de LAIT de vache, ferments lactiques (LAIT)",3060,,82,57,,,,,,,,0.8,0.8,,0,,,0.7,,0.05,
3859891044603,tuna komadići,plodine,"en:indonesia,en:lithuania","en:seafood,en:fishes-and-their-products,en:canned-foods,en:fishes,en:fatty-fishes,en:tunas",,"Biljno ulje, sojino ulje, 17%voda, kuhinjska sol",485,,3.2,0.4,,,,,,,,0,0,,,,,22,,0.74,
4002309006703,Ceres,Cerea,en:indonesia,en:beverages,,,2510,,35,10,,,,,,,,60,50,,,,,5,,,
4250262758249,Schlachtekraut,,en:indonesia,,,,243,,1.6,0.7,,,,,,,,7.9,6.3,,,,,1.3,,1.2,
4545593013984,Hikari,AFC,en:indonesia,,,,1680,,0,0,,,,,,,,80,26.7,,,,,13.3,,0.333,
4582678320018,Spice Anko Paste #01 Colombo Blend,Ametsuchi,en:indonesia,,,,1254,,0.43,,,,,,,,,72.43,,,,,,3.32,,,
4891133133385,Eau,,en:indonesia,,,,0,,0,0,,,,,,,,0,0,,,,,0,,0.6,
4893049120046,Ritz crackers crunchy cream sandwich cheese,Ritz Crackers,"en:cambodia,en:indonesia,en:thailand","en:snacks,en:salty-snacks,en:appetizers,en:biscuits-and-crackers,en:crackers-appetizers,en:salty-snacks-crackers-garnished-with-cheese,en:ขนม-ของว่าง,en:อาหารเรียกน้ำย่อย",,"wheat flour 54%, palm oil 23%, cheese powder 8%, skim milk powder 6%, sugar 4%, fructose syrup 1.6%, raising agent (INS 503(ii), INS 500(i)), emulsifier.  Fire (INS 322(i) Stabilizer (INS 341(i)) Natural Color (INS 1100(i)) Synthetic Color (INS 1101) Natural Flavor Added",2123,,28.3,14.6,,0,,0,,,,56.3,15.3,,1.8,,,6.9,,0,
4901330747756,Cackee Protein,カルビー,en:indonesia,,,,1890,,21,,,,,,,,,51,,,14,,,21.8,,,
4901790623249,Taikoban Ramen,Shimadaya,en:indonesia,,,,586,,0.5,,,,,,,,,28.5,,,,,,5.5,,0.144,
4902110374322,TOMATO KANIKU TAPPURI NO MEAT SAUCE,welna,en:indonesia,,,,267,,1.31,,,,,,,,,10.5,,,,,,2.62,,1.89,
4902201174107,Kitkat Framboise,Nestlé,en:indonesia,,,,2335,,32.74,19.47,,,,,,,,61.95,61.06,,,,,4.07,,0.44,
4997000770360,Blackthins,Ladang Lima,en:indonesia,,,,2090,,25,20,,,,,,,0,65,25,,5,,,5,,1,
4997434003089,Krispi Puffs Sweet Cashews,Yava Bali,en:indonesia,,,,2090,,20,2.5,,,,,,,0,60,5,,5,,,15,,0.3,
5010477346032,Crunchy Oat Granola Tropical Fruits,jordans,"en:france,en:indonesia,en:united-kingdom","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits,en:mueslis,en:mueslis-with-fruits",,"British Wholegrain OAT Flakes (69%), Dried Tropical Fruits (15%) (Dried Papaya (Papaya, Cane Sugar), Coconut Chips, Dried Pineapple Chunks (Pineapple, Cane Sugar, Pineapple Juice, Acidity Regulator (Citric Acid)), Dried Banana Chips (Banana, Coconut Oil, Sugar, Natural Flavouring)), Sugar, Vegetable Oils (Rapeseed Oil, Palm Oil), Honey (1%), Sunflower Seeds, Natural Flavouring. This product contains certified sustainable palm oil. Toasted wholegrain oat & honey clusters with dried papaya, coconut chips, dried pineapple chunks & dried banana chips. Allergy Advice For allergens, including cereals containing gluten, see ingredients in BOLD. May also contain Wheat (Gluten), Barley (Gluten), Rye (Gluten), Nuts.",1803,,14.7,5.9,,,,,,,,62.9,22.2,,6.9,,,8.3,,0.05,
5010775204959,Cookie Dough,Nomo,en:indonesia,,,,2350,,34.9,20.8,,,,,,,,59.9,27.8,,,,,1.89,,0.177,
5011555041122,Walkers,"Family Chocolate Makers,Walkers",en:indonesia,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:assorted-chocolate-candies","en:pure-butter,en:pure-cocoa-butter","Sugar, Glucose Syrup, Cocoa Butter, Palm Oil, Cocoa Mass, Whole Milk Powder, Whey Powder (Milk), Water, Condensed Milk, Invert Sugar Syrup, Cocoa Powder, Emulsifiers: Sunflower Lecithin, Soya Lecithin; Butter Oil (Milk), Gelling Agent: (Pectin), Glucose-Fructose Syrup, Flavouring, Salt, Acid: (Citric Acid), Orange Oil, Acidity Regulator: (Sodium Citrates), Colour: (Anthocyanin).",2029,,23.1,13.1,,,,,,,,65.2,58,,,,,3.6,,0.2,
5060318666911,Choco balls,,en:indonesia,,,,418,,1,0,,,,,,,,20,6,,,,,2,,0.75,
5060323902561,Passata,"Coppola, Coppola Salerno","en:brazil,en:indonesia,en:mexico,en:united-kingdom,en:europe,en:south-east-asia","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:tomatoes-and-their-products,en:strained-tomatoes","en:no-gluten,en:halal,en:award-winning","Tomatoes(99,7%), salt(0,3%)",112,,0.2,0,,,,,,,,4.4,4.4,,1.2,,,1.8,,0.4,
5060763890602,Shadowhey Isolate,DY Nutrition,en:indonesia,,,,1615,,3.6,3.1,,,,,,,,2.5,0,,,,,86,,,
5285000396406,Instant Noodles,indofood,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:pastas,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles",,,1695,,17,7,,,,,,,,63,8,,,,,1,,,
5900020029348,Milo Bar E-2B,Milo,en:indonesia,,,RH-30,1725,,12,5.3,,,,,,,,65,25,,5.9,,,7.6,,0.455,
6902131110037,TTS MALING PORK LUNCHEON MEAT 397G,MaLing,en:indonesia,"en:canned-foods,en:meats-and-their-products,en:meats,en:canned-meats",,,1130,,20,8,,,,,,,,11,,,,,,11,,1.57,
6922877792700,Creamy Peanut Butter,Skippy,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:plant-based-spreads,en:oilseed-purees,en:legume-butters,en:peanut-butters",,,2750,,53.1,10.9,,,,,,,,21.9,9.38,,,,,21.9,,0.328,
6922877792731,Skippy,Skippy,en:indonesia,,,lemak total kolesterol lemak jenuh protein serat pangan gula total garam vitamin E,2620,,46.9,,,,,,,,,28.1,,,,,,21.9,,,
6924187897007,Kuaci Biji Bunga Matahari Panggang (Roasted Sunflower Seeds Natural Flavor),ChaCha,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:seeds,en:sunflower-seeds-and-their-products,en:sunflower-seeds,id:kuaci-biji-bunga-matahari-panggang",en:halal,"Sirup Maple, Biji Bunga Matahari (22%), Garam, Licorice, Perisa Sintetik, Pemanis Buatan Sukralosa.",2090,,20,10,,,,,,,,70,10,,,,,10,,0.15,
6926347298259,,,en:indonesia,en:fanta,,"a product of The Coca-Cola Company Lemak Jenuh INFORMASI NILAI GIZI Takaran Saji 1 Sajian per Kemasan JUMLAH PER SAJIAN Energi Total Energi dari Lemak Lemak tal :250 ml : 50 kkal :0 kkal % AKG * 0% 0% Protein Gula Karbohidrat Total 0 g 0% 12 9 4% 11 g 72 25 mg Garam (Natrium) 2% Persen AKG berdasarkan kebutuhan energi 2150 kkal. Kebutuhan energi Anda mungkin Vebih tinggi atau lebih rendah. KOMPOSISI: AIR BERKARBONASI, GULA, PENGATUR KEASAMAN (ASAM SITRAT), PERISA SINTETIK, PEMANIS BUATAN (ASESULFAM-K SUKRALOSA), PENGAWET (NATRIUM BENZOAT), PEWARNA SINTETIK (KARMOISIN CI NO. 14720 & KUNING FCF CI 15985) MENGANDUNG PEMANIS BUATAN, DISARANKAN TIDAK DIKONSUMSI OLEH ANAK DI BAWAH 5 (LIMA) TAHUN DIPRODUKSI DI BAWAH OTORITAS THE COCA-COLA COMPANY BUBUK STROBERI (0.005%). IBU HAMIL DAN IBU MENYUSUI. 2016 THE COCA-COLA COMPANY SIMPAN DI TEMPAT SEJUK RECYCLE ME FANTA 8992761 111540 LAYANAN PELANGGAN 0800 100 2653 www.cocacolaep.com/id-id Coca-Cola",83.6,,0,0,,,,,,,,4.8,4.4,,0,,,0,,0.025,
6926410328128,Sichuan spicy stewed beef flavor,,en:indonesia,,,,1510,,8.2,2,,,,,,,,63.1,6.4,,,,,8.8,,1.3,
6931806801376,Greek-style Yoghurt,盒马,en:indonesia,,,,411,,5,,,,,,,,,4.5,,,,,,8.8,,,
6937454800037,Black bean chilli oil,Pearl River,en:indonesia,,,,2510,,46.7,3.33,,,,,,,,26.7,6.67,,,,,13.3,,2.08,
6940260882418,Whole Grain Toast Bread,千焙屋,en:indonesia,,,,1401,,10.9,,,,,,,,,49.5,,,,,,9.2,,,
6971807590121,,食族人,en:indonesia,,,,1610,,15.4,5.38,,,,,,,,54.6,0.769,,0.769,,,6.92,,5.48,
6976914261001,Jersey Milk,Aldi Westacre,en:indonesia,,,,338,,5,,,,,,,,,5,,,,,,4,,0.15,
7037421097534,Juleromkuler,Berthas,en:indonesia,,,,1624,,13,4.7,,,,,,,,63,40.1,,,,,4.2,,1.75,
7499221133155,Yogurto,,en:indonesia,,,,335,,1.5,1,,,,,,,,15,9,,3,,,2,,,
7499221157212,Heavenly blush kitchen set Yog,Heavenly Blush,en:indonesia,,en:halal,,293,,1.5,1,,,,,,,,8,5,,3,,,5,,0.188,
7499221174318,Greek Yogurt,,en:indonesia,,,,460,,8,0,,,,,,,,6,3,,2,,,5,,0.125,
7499221195160,Tummy yogurt,,en:indonesia,,en:no-added-sugar,,268,,1.2,1.2,,,,,,,,11.2,1.6,,3.2,,,1.6,,0.28,
7499221212645,Miruku 0% Lactose Friendly Daily Milk,Heavenly Blush,en:indonesia,"en:dairies,en:milks-liquid-and-powder,en:milks",en:no-lactose,,251,,1.75,1.25,,,,,,,,8.5,6.5,,,,,2.5,,0.0938,
7610023002023,Swiss Choco Croc,,en:indonesia,,,,1573,,1.6,0.8,,,,,,,,82,38,,,,,5.9,,0.43,
7610023053728,Swiss jungle crunch,,en:indonesia,,,,1573,,1,0.4,,,,,,,,84,34,,,,,5.8,,0.56,
7612100027158,Ovomaltine crunchy cream,Ovomaltine,en:indonesia,"en:breakfasts,en:spreads,en:sweet-spreads,fr:pates-a-tartiner,en:chocolate-spreads","en:halal,en:made-in-swiss",,2280,,32,0,,,,,,,,59.5,54.5,,,,,3.8,,0.25,
7616700198607,Peti Pain Fitness,,en:indonesia,,en:no-gluten,,1021,,3.5,0.5,,,,,,,,46,2,,,,,4,,1.3,
7622201677589,Oreo birthday sprinkles,Oreo,en:indonesia,,,,9,,6,3,,,,,,,,20,10,,1,,,1,,0.3,
7622201690533,cadbury pop heart,Dairy Milk,en:indonesia,id:coklat,en:halal,"GULA, PADATAN SUSU (21%), KAKAO MASSA (14%), LEMA KAKAO (11%), LEMAK NABATI, BUBUK WHEY (MENGANDUNG SUSU), PENGEMULSI (LESITIN KEDELAI, PGPR), DAN PENSA SINTETIK. MENGANDUNG ALERGEN, LIHAT DAFTAR BAHAN YANG DICETAK TEBAL. DIPRODUKSI MENGGUNAKAN PERALATAN YANG JUGA MEMPROSES PRODUK YANG MENGANDUNG KACANG POHON, KACANG TANAN DAN GANDUM. RAMUAN: GULA, PEPEJAL SUSU (21%), JISIM KOKO (14%), MENTEGA KOKO (11%), LEMAK SAYURAN (KELAPA SAMIT, SHEA), SERBUK DADIH SUSU, PENGEMULSI (LESITIN SOYA, POLIGLISEROL ESTER TERINTERESTER ASID RISINGLEIK), PERISA ADITIF MAKANAN ADALAH DARIPADA SUMBER TUMBUHAN DAN SINTETIK. MAKLUMAT ALERGEN: MENGANDUNGI SUSU, SOYA. MUNGKIN MENGANDUNGI: KEKACANG, KACANG TANAH, GANDUM. A WHITISH LAYER MAY BE OBSERVED DUE TO TEMPERATURE AND HUMIDITY CHANGES. IT IS FIT FOR CONSUMPTION. LAPISAN PUTIH MUNGKIN TERHASIL KERANA PERUBAHAN SUHU DAN KELEMBAPAN. SESUAI DIMAKAN. MANUFACTURED BY/DIPRODUKSI OLEH: CADBURY CONFECTIONERY MALAYSIA SDN BHD, NO.8, PERSIARAN RAJA MUDA, SECTION 15, 40200, SHAH ALAM, SELANGOR, DARUL EHSAN, MALAYSIA (CO.NO. 19442-T) CONSUMER SERVICE HOTLINE (MY): 1800 88 1939 IMPORTED AND DISTRIBUTED BY: MONDELEZ PHILIPPINES, INC. 8378 DR. A. SANTOS AVENUE, PARAÑAQUE CITY PHILIPPINES PRODUCT OF MALAYSIA/BUATAN MALAYSIA. STORE IN A COOL AND DRY PLACE. SIMPAN www",2218,,9,6,,,,,,,,18,15,,3,,,2,,0.02,
7622210557858,Kraft All in 1 160g,Kraft,en:indonesia,,,RH-30 04/07/23,,,4,,,,,,,,,3,,,,,,2,,0.31,
7622300221539,Toblerone tiny chocolate pieces-assorted mixed,,"en:indonesia,en:united-states","en:snacks,en:sweet-snacks,en:confectioneries",,"Sugar, cocoa mass, whole MILK powder, cocoa butter, honey (3.0%), MILK fat, ALMONDS (1.6%), emulsifier (SOYA lecithin), EGG white, flavouring.Milk chocolate contains: Cocoa solids: 28% minimum. Milk solids: 14% minimum.Chocolate contains cocoa solids: 50% minimum.",2238,,30,18.5,,,,,,,,57.5,57,,3.4,,,5.9,,0.13,
7622300270919,Kraft Quick Melt 165gr,Kraft,en:indonesia,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses",en:halal,"AIR, KEJU CHEDDAR, MINYAK NABATI (MENGANDUNG ANTIOKSIDAN BHA), PADATAN SUSU, PENGEMULSI (GARAM FOSFAT, MONO & DIGLISERIDA), GARAM MINERAL, MALTODEKSTRIN, PENGATUR KEASAMAN (ASAM LAKTAT), GULA, PENGAWET (KALIUM SORBAT), VITAMIN B. MENGANDUNG ALERGEN, LIHAT DAFTAR BAHAN YANG DICETAK TEBAL. INGREDIENTS: WATER, CHEDDAR CHEESE, VEGETABLE OIL (CONTAINS BHA ANTIOXIDANT), MILK SOLIDS, EMULSIFIERS (PHOSPHATE SALTS, MONO & DIGLYCERIDES), MINERAL SALTS, MALTODEXTRIN, ACIDITY REGULATOR (LACTIC ACID), SUGAR, PRESERVATIVE (POTASSIUM SORBATE), VITAMIN B. ALLERGEN INFORMATION: CONTAINS MILK",418,,7,4.5,,,,,,,,4,1,,,,,5,,0.37,
7622300442507,Oreo Blueberry Ice Cream,"Mondelez International, Oreo","en:cambodia,en:france,en:indonesia,en:vietnam","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:filled-biscuits",en:halal,"wheat flour, sugar, vegetable oil (palm), cocoa powder (3,9%), fructose syrup, raising agents (e500(ii), e503 (ii)), corn starch, dextrose, salt, emulsifier (soy lecithin), flavourings (ice-cream, blueberry, blackcurrant, vanilla), colour (e120), acidity regulator (e330)",544,,5,2.5,,2,,,,,,20,11,,1,,,1,,0,
7640164290799,Organic black bean,Explore Cuisine,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:specific-products,en:pastas,en:products-for-specific-diets,en:products-without-gluten,en:gluten-free-pasta,en:spaghetti,en:gluten-free-spaghetti",en:no-gluten,,1590,,8,0,,,,,,,,38,8,,,,,42,,1,
8000500220412,Nutella,Ferrero,"en:indonesia,en:malaysia,en:singapore","en:breakfasts,en:spreads,en:sweet-spreads,fr:pates-a-tartiner,en:hazelnut-spreads,en:chocolate-spreads,en:cocoa-and-hazelnuts-spreads,en:pates-a-tartiner",en:halal,"Sugar, Vegetable Fat (Palm), Hazelnuts 13%, Skimmed Milk Powder 8.7%, Fat Reduced Cocoa Powder 7.4%, Lecithin (Soy), Flavouring (Vanillin)",2255,,30.9,,,,,,,,,57.5,56.3,,,,,6.3,,0.105,
80028512,Pucci Acciughe a filetti,,en:indonesia,,,,2318,,49.7,5.3,,,,,,,,5.3,0.3,,0,,,26.6,,6.3,
8004402110161,Ciao Italian Peeled Tomatos Sauce,ciao,en:indonesia,,,,96,,0.2,0,,,,,,,,3.5,3.5,,1,,,1.2,,0.2,
